contribution_id,member_id,amount,date
C000777,M00158,20000,2023-01-11
C000778,M00158,5000,2023-01-26
C000779,M00158,15000,2024-02-25
C000780,M00158,5000,2023-08-09
C000781,M00158,5000,2024-05-10
C000782,M00158,5000,2023-08-25
C000783,M00159,15000,2023-07-08
C000784,M00159,20000,2023-03-09
C000785,M00159,15000,2023-12-02
C000786,M00160,20000,2023-12-23
C000787,M00161,5000,2023-08-14
C000788,M00161,20000,2023-12-31
C000789,M00161,10000,2023-03-16
C000790,M00161,20000,2024-02-26
C000791,M00161,5000,2023-06-30
C000792,M00161,20000,2023-03-12
C000793,M00162,5000,2024-02-03
C000794,M00162,15000,2023-08-09
C000795,M00162,15000,2023-07-01
C000796,M00162,20000,2024-06-05
C000797,M00163,5000,2024-02-24
C000798,M00163,5000,2024-06-04
C000799,M00163,10000,2023-11-05
C000800,M00163,15000,2024-05-24
C000801,M00164,10000,2023-01-28
C000802,M00164,20000,2023-12-02
C000803,M00164,10000,2023-03-10
C000804,M00164,15000,2024-05-27
C000805,M00164,15000,2024-01-03
C000806,M00165,10000,2024-03-21
C000807,M00165,20000,2023-05-30
C000808,M00165,15000,2024-03-08
C000809,M00166,20000,2024-04-16
C000810,M00166,10000,2023-09-04
C000811,M00167,10000,2024-01-15
C000812,M00167,5000,2023-03-21
C000813,M00167,5000,2024-01-02
C000814,M00168,20000,2024-05-17
C000815,M00168,5000,2023-11-07
C000816,M00168,15000,2023-02-13
C000817,M00168,5000,2023-09-03
C000818,M00168,15000,2023-03-25
C000819,M00168,20000,2023-05-31
C000820,M00169,20000,2024-02-24
C000821,M00169,20000,2024-04-12
C000822,M00169,5000,2023-01-19
C000823,M00169,15000,2023-10-27
C000824,M00169,5000,2024-03-03
C000825,M00169,10000,2024-05-21
C000826,M00170,5000,2023-02-11
C000827,M00171,5000,2024-01-27
C000828,M00171,5000,2023-03-19
C000829,M00171,5000,2023-01-30
C000830,M00171,5000,2023-02-18
C000831,M00171,5000,2023-05-25
C000832,M00172,20000,2024-03-20
C000833,M00173,5000,2024-03-21
C000834,M00173,20000,2024-01-13
C000835,M00173,15000,2023-09-23
C000836,M00174,15000,2024-06-13
C000837,M00174,5000,2023-02-26
C000838,M00174,20000,2023-01-19
C000839,M00174,5000,2023-07-12
C000840,M00174,10000,2024-01-22
C000841,M00174,15000,2023-10-04
C000842,M00174,5000,2023-11-19
C000843,M00174,10000,2023-08-25
C000844,M00174,20000,2023-02-24
C000845,M00174,20000,2024-03-11
C000846,M00175,5000,2023-07-20
C000847,M00175,10000,2024-05-23
C000848,M00175,15000,2023-10-02
C000849,M00175,15000,2024-05-18
C000850,M00175,15000,2023-04-28
C000851,M00176,5000,2023-01-19
C000852,M00176,10000,2024-02-27
C000853,M00176,10000,2024-01-08
C000854,M00176,15000,2023-03-22
C000855,M00177,20000,2023-11-03
C000856,M00177,5000,2023-01-14
C000857,M00177,10000,2023-05-26
C000858,M00177,15000,2023-02-26
C000859,M00177,5000,2023-07-29
C000860,M00177,15000,2023-12-10
C000861,M00178,10000,2024-02-23
C000862,M00178,5000,2023-07-30
C000863,M00178,20000,2023-03-17
C000864,M00178,5000,2023-11-17
C000865,M00178,5000,2024-03-08
C000866,M00179,20000,2023-04-13
C000867,M00179,20000,2023-05-26
C000868,M00180,20000,2024-02-06
C000869,M00180,15000,2023-02-07
C000870,M00180,5000,2024-05-25
C000871,M00180,20000,2024-05-08
C000872,M00180,15000,2023-09-12
C000873,M00180,10000,2024-01-24
C000874,M00180,20000,2023-06-07
C000875,M00180,20000,2023-06-16
C000876,M00181,5000,2024-02-08
C000877,M00181,20000,2023-11-07
C000878,M00181,20000,2024-04-07
C000879,M00181,5000,2023-08-05
C000880,M00182,20000,2024-01-15
C000881,M00182,10000,2024-03-25
C000882,M00182,10000,2024-04-07
C000883,M00182,10000,2023-04-18
C000884,M00183,15000,2023-09-09
C000885,M00183,15000,2024-05-17
C000886,M00184,10000,2023-03-19
C000887,M00184,10000,2023-12-23
C000888,M00184,15000,2024-02-20
C000889,M00184,10000,2024-05-29
C000890,M00185,20000,2023-04-03
C000891,M00185,5000,2024-06-02
C000892,M00186,20000,2023-11-21
C000893,M00186,20000,2023-10-04
C000894,M00186,20000,2024-04-30
C000895,M00187,20000,2024-04-17
C000896,M00187,20000,2024-04-05
C000897,M00187,15000,2023-05-21
C000898,M00187,5000,2023-09-19
C000899,M00187,20000,2024-02-24
C000900,M00187,15000,2023-08-29
C000901,M00188,20000,2023-08-15
C000902,M00188,20000,2024-03-17
C000903,M00188,15000,2023-03-25
C000904,M00188,5000,2023-01-13
C000905,M00188,20000,2024-05-07
C000906,M00188,20000,2024-06-08
C000907,M00188,5000,2023-12-19
C000908,M00189,10000,2023-04-26
C000909,M00189,15000,2023-08-25
C000910,M00189,10000,2023-03-07
C000911,M00189,20000,2024-03-22
C000912,M00189,5000,2024-06-15
C000913,M00189,5000,2024-04-08
C000914,M00189,15000,2024-01-31
C000915,M00190,10000,2023-06-15
C000916,M00190,20000,2023-08-02
C000917,M00190,20000,2023-12-01
C000918,M00190,5000,2024-01-04
C000919,M00191,15000,2024-04-22
C000920,M00191,20000,2024-04-23
C000921,M00191,10000,2023-10-27
C000922,M00191,5000,2023-03-28
C000923,M00191,10000,2023-01-16
C000924,M00191,15000,2023-12-24
C000925,M00192,15000,2023-07-08
C000926,M00192,5000,2023-11-10
C000927,M00192,15000,2023-05-08
C000928,M00192,15000,2024-03-01
C000929,M00192,10000,2023-07-06
C000930,M00192,15000,2024-03-28
C000931,M00193,20000,2023-01-03
C000932,M00193,5000,2023-03-05
C000933,M00193,15000,2024-01-07
C000934,M00193,10000,2023-04-07
C000935,M00193,15000,2024-03-17
C000936,M00193,5000,2024-02-15
C000937,M00193,15000,2023-01-21
C000938,M00193,10000,2023-04-12
C000939,M00194,10000,2023-04-21
C000940,M00195,10000,2023-07-29
C000941,M00195,5000,2024-05-06
C000942,M00195,10000,2023-09-15
C000943,M00195,10000,2023-07-07
C000944,M00195,15000,2023-07-08
C000945,M00195,10000,2023-01-10
C000946,M00195,20000,2023-03-17
C000947,M00196,5000,2023-08-06
C000948,M00196,10000,2023-12-12
C000949,M00196,20000,2023-09-12
C000950,M00196,20000,2023-01-26
C000951,M00197,20000,2023-09-16
C000952,M00197,15000,2023-02-16
C000953,M00197,20000,2024-06-08
C000954,M00198,20000,2023-07-18
C000955,M00198,5000,2024-04-30
C000956,M00198,15000,2023-07-19
C000957,M00198,20000,2024-03-23
C000958,M00198,10000,2023-09-21
C000959,M00198,15000,2023-10-29
C000960,M00198,5000,2024-05-12
C000961,M00198,10000,2023-09-28
C000962,M00199,15000,2023-12-08
C000963,M00199,5000,2024-02-11
C000964,M00199,20000,2023-04-03
C000965,M00199,20000,2024-02-16
C000966,M00200,20000,2023-08-08
C000967,M00200,5000,2023-08-09
C000968,M00200,20000,2023-02-11
C000969,M00200,10000,2023-10-10
C000970,M00200,5000,2024-06-20
C000971,M00200,15000,2023-05-09
C000972,M00201,5000,2023-11-22
C000973,M00201,10000,2024-05-20
C000974,M00201,20000,2023-01-02
C000975,M00201,15000,2024-02-08
C000976,M00202,20000,2023-04-27
C000977,M00202,5000,2024-04-22
C000978,M00203,5000,2024-05-06
C000979,M00203,20000,2024-03-24
C000980,M00203,10000,2024-05-25
C000981,M00204,20000,2023-04-25
C000982,M00204,5000,2023-10-26
C000983,M00204,5000,2024-04-27
C000984,M00204,15000,2024-01-29
C000985,M00204,15000,2024-04-26
C000986,M00204,10000,2023-10-24
C000987,M00205,10000,2023-02-18
C000988,M00205,5000,2023-06-10
C000989,M00205,15000,2023-06-25
C000990,M00206,5000,2023-11-29
C000991,M00206,20000,2023-07-07
C000992,M00206,10000,2023-04-22
C000993,M00206,20000,2023-11-06
C000994,M00206,5000,2024-03-14
C000995,M00207,20000,2023-04-19
C000996,M00207,5000,2023-12-23
C000997,M00207,20000,2023-12-22
C000998,M00207,20000,2023-03-09
C000999,M00208,10000,2024-06-17
C001000,M00208,20000,2023-01-21
C001001,M00209,20000,2023-12-02
C001002,M00209,5000,2023-08-31
C001003,M00209,10000,2024-04-23
C001004,M00210,5000,2023-02-28
C001005,M00210,10000,2023-04-09
C001006,M00211,5000,2023-05-20
C001007,M00211,10000,2024-01-26
C001008,M00211,15000,2023-01-12
C001009,M00211,5000,2024-01-24
C001010,M00211,10000,2024-05-20
C001011,M00211,10000,2023-02-01
C001012,M00212,10000,2023-04-24
C001013,M00212,10000,2023-05-23
C001014,M00212,15000,2023-06-06
C001015,M00212,10000,2023-09-17
C001016,M00212,5000,2024-03-16
C001017,M00212,15000,2023-06-21
C001018,M00212,10000,2023-03-16
C001019,M00213,20000,2023-09-12
C001020,M00213,5000,2023-04-22
C001021,M00213,10000,2023-11-09
C001022,M00213,20000,2024-04-05
C001023,M00214,20000,2023-04-08
C001024,M00214,5000,2024-01-09
C001025,M00214,20000,2023-08-22
C001026,M00215,10000,2024-01-21
C001027,M00215,10000,2024-05-29
C001028,M00215,15000,2024-06-20
C001029,M00215,15000,2023-05-21
C001030,M00215,15000,2023-10-27
C001031,M00216,20000,2023-01-31
C001032,M00216,10000,2023-02-16
C001033,M00216,10000,2023-12-18
C001034,M00217,5000,2024-01-18
C001035,M00217,5000,2023-06-11
C001036,M00217,15000,2023-10-13
C001037,M00218,10000,2023-11-09
C001038,M00218,5000,2024-02-12
C001039,M00218,15000,2023-07-17
C001040,M00219,5000,2023-10-05
C001041,M00219,15000,2024-05-05
C001042,M00219,20000,2024-01-16
C001043,M00219,10000,2023-09-21
C001044,M00219,15000,2023-11-25
C001045,M00219,20000,2023-10-03
C001046,M00219,15000,2023-10-08
C001047,M00220,15000,2023-01-26
C001048,M00220,20000,2023-03-24
C001049,M00220,15000,2024-02-17
C001050,M00221,5000,2023-03-13
C001051,M00221,20000,2023-04-16
C001052,M00221,5000,2023-10-09
C001053,M00221,15000,2024-06-17
C001054,M00221,20000,2023-09-26
C001055,M00221,10000,2023-01-18
C001056,M00222,10000,2024-01-04
C001057,M00222,10000,2023-02-19
C001058,M00222,20000,2023-04-16
C001059,M00222,20000,2024-02-29
C001060,M00222,5000,2024-03-21
C001061,M00223,10000,2023-08-21
C001062,M00223,15000,2024-05-15
C001063,M00223,5000,2023-09-08
C001064,M00223,20000,2023-03-20
C001065,M00223,15000,2023-08-14
C001066,M00223,10000,2023-07-05
C001067,M00223,15000,2023-05-11
C001068,M00223,10000,2024-03-18
C001069,M00224,5000,2024-03-27
C001070,M00224,15000,2023-05-09
C001071,M00224,10000,2023-01-29
C001072,M00224,5000,2024-06-07
C001073,M00224,10000,2023-10-24
C001074,M00224,5000,2023-10-20
C001075,M00224,15000,2023-01-24
C001076,M00225,20000,2023-10-26
C001077,M00225,20000,2023-07-11
C001078,M00225,15000,2023-03-05
C001079,M00225,10000,2023-08-03
C001080,M00225,15000,2023-06-15
C001081,M00225,10000,2023-08-20
C001082,M00226,10000,2024-05-16
C001083,M00226,10000,2024-01-28
C001084,M00226,5000,2023-05-29
C001085,M00226,15000,2024-02-09
C001086,M00227,10000,2023-09-05
C001087,M00227,10000,2023-08-03
C001088,M00227,5000,2023-03-10
C001089,M00227,15000,2023-03-26
C001090,M00227,15000,2023-03-10
C001091,M00227,5000,2023-12-13
C001092,M00227,10000,2024-02-27
C001093,M00227,5000,2023-06-23
C001094,M00227,20000,2023-04-25
C001095,M00228,15000,2023-01-02
C001096,M00228,5000,2023-04-11
C001097,M00228,5000,2023-02-27
C001098,M00228,5000,2023-12-07
C001099,M00229,5000,2023-11-19
C001100,M00229,15000,2024-05-27
C001101,M00229,15000,2023-01-13
C001102,M00229,15000,2024-01-06
C001103,M00229,10000,2023-11-28
C001104,M00229,10000,2023-09-18
C001105,M00230,20000,2023-07-31
C001106,M00230,10000,2023-01-16
C001107,M00230,5000,2023-11-28
C001108,M00230,20000,2023-09-13
C001109,M00230,5000,2023-06-21
C001110,M00230,15000,2024-05-12
C001111,M00230,10000,2024-01-19
C001112,M00230,20000,2024-05-21
C001113,M00231,10000,2024-05-30
C001114,M00231,20000,2024-03-28
C001115,M00231,20000,2023-11-07
C001116,M00231,20000,2023-08-15
C001117,M00231,10000,2024-04-18
C001118,M00231,5000,2023-03-20
C001119,M00232,10000,2023-07-05
C001120,M00232,15000,2023-06-07
C001121,M00232,20000,2023-12-25
C001122,M00233,15000,2023-11-22
C001123,M00233,20000,2023-07-21
C001124,M00233,15000,2024-06-06
C001125,M00233,10000,2024-02-04
C001126,M00233,5000,2024-03-20
C001127,M00233,15000,2023-08-10
C001128,M00233,20000,2023-01-07
C001129,M00234,10000,2023-01-21
C001130,M00234,20000,2023-08-16
C001131,M00234,5000,2023-10-15
C001132,M00235,20000,2023-09-16
C001133,M00235,5000,2023-04-13
C001134,M00235,10000,2023-04-11
C001135,M00235,15000,2023-08-14
C001136,M00236,15000,2023-11-11
C001137,M00236,10000,2023-09-30
C001138,M00236,20000,2023-08-20
C001139,M00236,20000,2024-03-17
C001140,M00237,10000,2023-02-06
C001141,M00237,20000,2023-05-17
C001142,M00237,20000,2023-08-15
C001143,M00237,10000,2023-07-01
C001144,M00238,20000,2024-03-08
C001145,M00238,10000,2023-04-10
C001146,M00238,20000,2024-02-07
C001147,M00239,15000,2023-03-25
C001148,M00239,20000,2023-09-01
C001149,M00239,10000,2023-08-02
C001150,M00239,15000,2023-06-15
C001151,M00239,10000,2023-02-28
C001152,M00240,10000,2023-04-28
C001153,M00240,15000,2024-04-27
C001154,M00240,15000,2024-04-04
C001155,M00240,20000,2023-03-19
C001156,M00240,15000,2024-02-16
C001157,M00240,5000,2023-10-22
C001158,M00241,5000,2023-05-31
C001159,M00241,20000,2023-03-10
C001160,M00241,5000,2024-06-04
C001161,M00241,15000,2024-01-06
C001162,M00241,5000,2023-04-11
C001163,M00242,5000,2024-05-26
C001164,M00242,10000,2023-04-05
C001165,M00243,15000,2024-02-03
C001166,M00243,15000,2024-04-24
C001167,M00243,20000,2023-08-10
C001168,M00244,15000,2023-11-22
C001169,M00244,10000,2023-12-10
C001170,M00245,20000,2023-10-17
C001171,M00245,15000,2023-02-16
C001172,M00246,15000,2024-01-15
C001173,M00246,10000,2024-04-14
C001174,M00246,5000,2023-04-26
C001175,M00246,20000,2023-02-11
C001176,M00247,10000,2023-12-20
C001177,M00247,15000,2023-11-24
C001178,M00247,15000,2023-03-04
C001179,M00247,5000,2023-10-09
C001180,M00247,10000,2023-10-20
C001181,M00247,15000,2023-01-07
C001182,M00247,15000,2023-04-02
C001183,M00247,15000,2023-07-09
C001184,M00248,5000,2023-04-22
C001185,M00248,10000,2023-01-07
C001186,M00248,15000,2023-07-16
C001187,M00248,10000,2024-01-02
C001188,M00249,10000,2024-03-30
C001189,M00249,10000,2023-10-17
C001190,M00249,10000,2024-02-07
C001191,M00249,20000,2024-06-04
C001192,M00249,10000,2023-04-25
C001193,M00250,15000,2024-02-07
C001194,M00250,15000,2023-04-29
C001195,M00251,20000,2023-07-10
C001196,M00252,15000,2023-01-22
C001197,M00252,10000,2023-04-15
C001198,M00252,20000,2024-04-03
C001199,M00252,15000,2023-08-09
C001200,M00252,10000,2023-08-10
C001201,M00253,5000,2024-03-19
C001202,M00253,20000,2023-01-06
C001203,M00253,20000,2023-05-07
C001204,M00253,15000,2024-04-24
C001205,M00253,15000,2023-09-14
C001206,M00254,10000,2023-10-25
C001207,M00254,20000,2023-05-17
C001208,M00254,15000,2023-03-28
C001209,M00255,15000,2023-01-08
C001210,M00255,15000,2023-08-23
C001211,M00255,10000,2023-10-29
C001212,M00255,10000,2023-05-16
C001213,M00255,15000,2024-02-25
C001214,M00255,20000,2023-12-14
C001215,M00255,20000,2023-03-20
C001216,M00255,5000,2023-09-30
C001217,M00256,5000,2023-04-25
C001218,M00256,20000,2023-03-06
C001219,M00256,10000,2023-08-27
C001220,M00256,10000,2024-01-27
C001221,M00256,5000,2024-01-04
C001222,M00256,15000,2023-07-14
C001223,M00256,10000,2023-01-12
C001224,M00257,10000,2023-01-11
C001225,M00258,10000,2023-09-10
C001226,M00258,15000,2023-06-29
C001227,M00258,15000,2023-08-23
C001228,M00258,15000,2023-03-21
C001229,M00258,5000,2023-01-22
C001230,M00259,15000,2024-01-31
C001231,M00259,10000,2023-08-19
C001232,M00259,10000,2023-08-28
C001233,M00260,5000,2023-05-10
C001234,M00260,5000,2024-02-19
C001235,M00260,20000,2023-10-11
C001236,M00260,20000,2023-08-11
C001237,M00260,5000,2024-04-07
C001238,M00261,5000,2023-03-26
C001239,M00261,5000,2023-01-31
C001240,M00261,10000,2023-08-28
C001241,M00261,10000,2023-12-29
C001242,M00261,5000,2024-01-24
C001243,M00261,5000,2023-10-26
C001244,M00262,10000,2023-12-03
C001245,M00262,20000,2023-07-23
C001246,M00262,10000,2023-08-26
C001247,M00262,15000,2023-05-16
C001248,M00262,10000,2024-05-22
C001249,M00262,5000,2024-01-16
C001250,M00262,5000,2023-09-11
C001251,M00262,20000,2023-04-24
C001252,M00262,5000,2024-06-11
C001253,M00262,15000,2023-07-27
C001254,M00263,20000,2024-03-19
C001255,M00263,5000,2024-05-17
C001256,M00264,15000,2023-08-24
C001257,M00264,15000,2023-04-26
C001258,M00264,10000,2023-08-14
C001259,M00264,5000,2023-07-01
C001260,M00264,5000,2023-11-14
C001261,M00264,20000,2023-07-29
C001262,M00265,20000,2023-08-09
C001263,M00265,10000,2024-03-13
C001264,M00265,20000,2023-07-11
C001265,M00265,20000,2024-01-14
C001266,M00265,15000,2023-11-30
C001267,M00265,10000,2023-10-20
C001268,M00265,15000,2023-06-11
C001269,M00265,5000,2023-04-14
C001270,M00265,20000,2023-02-23
C001271,M00265,10000,2023-02-03
C001272,M00266,10000,2023-07-31
C001273,M00266,20000,2023-04-23
C001274,M00266,20000,2023-05-08
C001275,M00266,5000,2023-06-07
C001276,M00266,15000,2024-01-29
C001277,M00266,10000,2024-05-26
C001278,M00267,5000,2024-01-14
C001279,M00267,20000,2023-10-17
C001280,M00267,5000,2023-12-23
C001281,M00267,5000,2023-07-23
C001282,M00267,10000,2023-11-19
C001283,M00267,15000,2023-06-30
C001284,M00268,20000,2023-10-22
C001285,M00268,5000,2024-01-31
C001286,M00268,15000,2023-05-18
C001287,M00268,5000,2023-05-09
C001288,M00269,5000,2023-08-22
C001289,M00269,15000,2023-04-04
C001290,M00269,15000,2023-08-13
C001291,M00270,15000,2023-01-12
C001292,M00271,10000,2023-05-08
C001293,M00271,15000,2023-12-25
C001294,M00271,15000,2023-11-09
C001295,M00271,15000,2023-07-15
C001296,M00271,10000,2023-01-29
C001297,M00271,15000,2023-01-16
C001298,M00271,20000,2024-02-09
C001299,M00271,15000,2024-06-14
C001300,M00271,5000,2023-03-18
C001301,M00272,15000,2023-11-22
C001302,M00272,10000,2023-12-25
C001303,M00272,10000,2023-11-20
C001304,M00273,5000,2024-03-24
C001305,M00273,5000,2023-12-06
C001306,M00273,15000,2023-02-21
C001307,M00273,5000,2024-04-10
C001308,M00273,5000,2024-04-19
C001309,M00273,10000,2024-03-14
C001310,M00273,5000,2024-05-23
C001311,M00273,15000,2024-05-28
C001312,M00273,20000,2023-01-06
C001313,M00274,20000,2023-02-25
C001314,M00274,10000,2023-05-29
C001315,M00274,10000,2023-05-24
C001316,M00274,5000,2023-12-06
C001317,M00274,20000,2024-06-03
C001318,M00275,5000,2024-02-15
C001319,M00275,10000,2024-01-19
C001320,M00275,15000,2023-06-01
C001321,M00275,5000,2023-11-15
C001322,M00275,20000,2024-04-06
C001323,M00275,20000,2023-06-05
C001324,M00275,15000,2024-04-21
C001325,M00275,20000,2024-02-05
C001326,M00276,20000,2023-12-29
C001327,M00276,20000,2024-03-29
C001328,M00276,20000,2023-08-04
C001329,M00276,15000,2023-01-23
C001330,M00276,5000,2023-07-05
C001331,M00277,5000,2023-01-22
C001332,M00277,15000,2023-05-05
C001333,M00278,10000,2023-11-12
C001334,M00278,10000,2023-09-25
C001335,M00278,15000,2024-03-30
C001336,M00278,20000,2023-10-19
C001337,M00278,10000,2023-05-21
C001338,M00279,10000,2024-01-21
C001339,M00279,15000,2023-09-28
C001340,M00279,10000,2024-02-19
C001341,M00279,20000,2023-11-19
C001342,M00280,5000,2024-01-07
C001343,M00280,20000,2024-05-28
C001344,M00280,10000,2023-03-25
C001345,M00280,10000,2023-02-12
C001346,M00280,15000,2023-05-13
C001347,M00280,10000,2023-03-06
C001348,M00281,10000,2024-01-31
C001349,M00281,10000,2024-02-08
C001350,M00281,10000,2023-10-13
C001351,M00281,20000,2023-09-27
C001352,M00281,15000,2024-03-28
C001353,M00282,10000,2024-03-13
C001354,M00282,10000,2023-12-02
C001355,M00282,5000,2023-11-17
C001356,M00283,10000,2023-10-22
C001357,M00283,15000,2023-10-12
C001358,M00283,20000,2024-01-22
C001359,M00284,10000,2023-09-10
C001360,M00284,10000,2023-04-16
C001361,M00284,15000,2024-01-11
C001362,M00284,15000,2023-11-04
C001363,M00284,10000,2024-01-28
C001364,M00284,5000,2023-04-20
C001365,M00284,5000,2023-12-06
C001366,M00285,20000,2023-05-26
C001367,M00285,15000,2023-10-26
C001368,M00285,10000,2023-02-17
C001369,M00285,15000,2023-08-27
C001370,M00286,10000,2023-07-11
C001371,M00286,10000,2023-08-02
C001372,M00286,5000,2023-11-24
C001373,M00286,5000,2024-01-16
C001374,M00286,20000,2023-08-27
C001375,M00288,20000,2024-05-18
C001376,M00289,5000,2024-04-11
C001377,M00289,15000,2024-06-23
C001378,M00289,5000,2024-01-29
C001379,M00289,5000,2023-02-11
C001380,M00289,20000,2024-01-28
C001381,M00290,5000,2023-08-24
C001382,M00290,15000,2023-06-11
C001383,M00290,20000,2023-01-09
C001384,M00290,15000,2023-08-13
C001385,M00290,10000,2023-10-14
C001386,M00290,10000,2023-06-18
C001387,M00291,20000,2023-01-28
C001388,M00291,20000,2024-03-21
C001389,M00291,20000,2024-04-14
C001390,M00291,10000,2023-04-14
C001391,M00291,5000,2024-03-01
C001392,M00292,15000,2023-03-06
C001393,M00292,5000,2023-07-07
C001394,M00292,15000,2023-05-18
C001395,M00292,10000,2023-04-15
C001396,M00293,15000,2024-06-23
C001397,M00293,20000,2024-06-18
C001398,M00293,10000,2024-01-04
C001399,M00293,5000,2023-04-09
C001400,M00293,20000,2023-05-03
C001401,M00293,5000,2024-05-09
C001402,M00293,20000,2024-06-05
C001403,M00294,20000,2023-01-20
C001404,M00294,5000,2023-05-10
C001405,M00294,20000,2023-05-12
C001406,M00295,20000,2023-04-16
C001407,M00295,5000,2023-01-01
C001408,M00295,10000,2024-03-07
C001409,M00295,5000,2024-06-10
C001410,M00295,10000,2024-06-03
C001411,M00295,10000,2023-11-21
C001412,M00295,15000,2023-05-27
C001413,M00295,15000,2023-06-15
C001414,M00295,5000,2023-05-19
C001415,M00296,5000,2024-03-20
C001416,M00296,10000,2023-11-22
C001417,M00296,5000,2023-12-25
C001418,M00296,5000,2023-10-02
C001419,M00296,5000,2023-06-28
C001420,M00296,15000,2024-04-21
C001421,M00296,5000,2024-02-18
C001422,M00296,15000,2023-04-14
C001423,M00297,15000,2023-01-23
C001424,M00297,5000,2024-06-08
C001425,M00297,5000,2023-05-24
C001426,M00297,5000,2024-02-23
C001427,M00298,20000,2023-08-18
C001428,M00298,20000,2024-01-13
C001429,M00298,5000,2024-02-25
C001430,M00298,15000,2023-11-26
C001431,M00299,10000,2023-09-27
C001432,M00299,5000,2024-01-31
C001433,M00300,10000,2023-04-14
C001434,M00300,20000,2023-07-05
C001435,M00300,10000,2023-07-29
C001436,M00300,15000,2023-10-08
C001437,M00300,15000,2023-09-10
C001438,M00300,15000,2023-05-16
C001439,M00300,15000,2023-01-03
C001440,M00300,15000,2023-08-24
C001441,M00301,20000,2023-05-19
C001442,M00301,5000,2023-10-18
C001443,M00301,15000,2023-04-20
C001444,M00301,15000,2023-01-04
C001445,M00301,10000,2023-02-16
C001446,M00302,5000,2023-07-24
C001447,M00302,20000,2023-03-14
C001448,M00302,5000,2023-03-17
C001449,M00303,20000,2023-10-02
C001450,M00303,5000,2023-03-18
C001451,M00303,20000,2024-03-17
C001452,M00303,10000,2023-09-02
C001453,M00304,5000,2023-12-18
C001454,M00304,10000,2023-06-01
C001455,M00304,5000,2024-03-21
C001456,M00304,20000,2023-10-30
C001457,M00304,5000,2024-03-25
C001458,M00305,20000,2023-09-25
C001459,M00305,10000,2023-01-16
C001460,M00306,15000,2024-04-07
C001461,M00306,20000,2023-09-28
C001462,M00306,10000,2023-03-05
C001463,M00306,10000,2023-09-06
C001464,M00306,15000,2023-06-06
C001465,M00306,5000,2023-03-29
C001466,M00306,10000,2023-03-07
C001467,M00306,5000,2023-01-20
C001468,M00306,10000,2023-03-14
C001469,M00307,15000,2023-11-13
C001470,M00307,10000,2023-05-11
C001471,M00307,10000,2023-11-06
C001472,M00307,10000,2023-10-19
C001473,M00308,15000,2023-05-13
C001474,M00308,5000,2023-03-24
C001475,M00308,5000,2024-01-11
C001476,M00308,15000,2023-09-28
C001477,M00308,5000,2023-04-21
C001478,M00308,10000,2023-03-17
C001479,M00309,15000,2023-10-06
C001480,M00309,20000,2024-04-13
C001481,M00309,5000,2023-01-09
C001482,M00309,5000,2023-02-21
C001483,M00310,5000,2023-07-15
C001484,M00310,15000,2024-02-24
C001485,M00310,20000,2024-06-05
C001486,M00310,10000,2023-05-28
C001487,M00310,20000,2023-12-31
C001488,M00310,10000,2024-02-06
C001489,M00311,5000,2024-05-25
C001490,M00311,20000,2023-12-21
C001491,M00311,5000,2023-12-18
C001492,M00311,5000,2023-01-14
C001493,M00311,5000,2023-07-28
C001494,M00311,20000,2024-03-18
C001495,M00312,10000,2023-09-14
C001496,M00312,20000,2023-12-11
C001497,M00312,10000,2023-07-26
C001498,M00312,20000,2023-06-21
C001499,M00312,5000,2023-09-27
C001500,M00312,15000,2023-06-01
C001501,M00313,15000,2023-12-21
C001502,M00313,20000,2024-05-11
C001503,M00313,20000,2024-06-18
C001504,M00314,15000,2023-04-13
C001505,M00314,20000,2023-07-11
C001506,M00314,20000,2023-07-13
C001507,M00314,20000,2024-02-07
C001508,M00314,15000,2023-01-11
C001509,M00314,10000,2023-01-15
C001510,M00315,15000,2023-01-17
C001511,M00315,10000,2024-03-03
C001512,M00315,10000,2023-08-17
C001513,M00316,10000,2023-05-15
C001514,M00316,10000,2023-04-15
C001515,M00316,20000,2024-06-05
C001516,M00316,15000,2023-09-10
C001517,M00316,5000,2023-06-07
C001518,M00316,10000,2023-03-08
C001519,M00316,15000,2023-10-26
C001520,M00316,20000,2023-04-11
C001521,M00317,20000,2024-01-16
C001522,M00317,5000,2024-03-22
C001523,M00318,15000,2024-04-10
C001524,M00318,15000,2023-01-30
C001525,M00318,10000,2023-10-15
C001526,M00318,15000,2023-08-22
C001527,M00318,5000,2023-11-09
C001528,M00319,20000,2023-12-17
C001529,M00319,5000,2024-04-24
C001530,M00319,15000,2023-06-12
C001531,M00319,10000,2023-04-06
C001532,M00320,10000,2023-04-28
C001533,M00320,15000,2023-07-11
C001534,M00320,10000,2023-04-17
C001535,M00320,20000,2024-01-25
C001536,M00321,20000,2023-03-14
C001537,M00321,20000,2023-11-05
C001538,M00321,20000,2023-07-05
C001539,M00321,5000,2023-09-10
C001540,M00322,20000,2023-03-23
C001541,M00322,10000,2023-12-22
C001542,M00322,20000,2023-09-30
C001543,M00322,5000,2023-02-13
C001544,M00322,5000,2023-05-03
C001545,M00322,5000,2023-11-26
C001546,M00323,20000,2024-05-17
C001547,M00323,20000,2023-09-28
C001548,M00323,15000,2023-04-24
C001549,M00323,10000,2023-12-25
C001550,M00323,5000,2023-11-30
C001551,M00323,15000,2023-06-18
C001552,M00323,15000,2023-09-18
